Basic information,,,,Log2 Fold Change,,,,,,,,,Adjusted P-value,,,,,,,,,Normalized Peak Area: Samples,,,,,,,,,,,,,,,,,,,,,,,,Norm. Peak Area: Blanks (noise),,,,,,,Group CV [%],,,,,
ID,Name,Calc. MW,RT [min],"(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)","(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)",S01_P40_WT1,S02_P40_KO1,S03_P40_WT2,S04_P40_KO2,S05_P40_WT3,S06_P40_KO3,S07_P40_WT4,S08_P40_KO4,S09_P2_WT1,S10_P2_KO1,S11_P2_WT2,S12_P2_KO2,S13_P2_WT3,S14_P2_KO3,S15_P2_WT4,S16_P2_KO4,S17_E14_5_WT1,S18_E14_5_KO1,S19_E14_5_WT2,S20_E14_5_KO2,S21_E14_5_WT3,S22_E14_5_KO3,S23_E14_5_WT4,S24_E14_5_KO4,blank01,blank02,blank03,blank04,blank05,blank06,blank07,"E14_5, KO","E14_5, WT","P2, KO","P2, WT","P40, KO","P40, WT"
A060_RP,Thymidine 5'-monophosphate (5'-TMP),322.0567,10.04,-0.2,0.0,-0.1,-0.7,-1.7,-1.0,-0.9,-1.8,-0.9,1.000,1.000,1.000,0.052,0.000,0.009,0.015,0.000,0.019,9.7E+05,1.1E+06,9.7E+05,6.3E+05,7.5E+05,8.8E+05,9.4E+05,7.3E+05,1.9E+06,1.9E+06,1.5E+06,1.3E+06,1.2E+06,1.3E+06,1.6E+06,1.7E+06,2.4E+06,1.9E+06,3.2E+06,2.7E+06,3.6E+06,3.9E+06,2.8E+06,2.9E+06,2.0E+05,7.7E+04,8.1E+04,1.2E+05,7.2E+04,7.8E+04,7.8E+04,28.9,17.1,18.8,18.1,23.0,11.6
A061_RP,Adenosine 5'-monophosphate (5'-AMP),347.0631,8.23,-0.1,0.1,0.1,0.9,2.1,1.2,0.7,1.9,1.3,1.000,1.000,1.000,0.165,0.000,0.003,0.120,0.000,0.006,3.3E+08,5.6E+08,3.7E+08,3.2E+08,3.3E+08,2.8E+08,2.9E+08,3.0E+08,2.8E+08,2.2E+08,1.7E+08,1.7E+08,1.4E+08,1.9E+08,1.9E+08,2.0E+08,5.5E+07,5.0E+07,7.8E+07,8.2E+07,8.8E+07,1.3E+08,7.9E+07,8.0E+07,4.4E+05,3.5E+05,3.1E+05,7.2E+05,2.6E+05,2.6E+05,9.5E+05,37.9,19.0,10.2,32.4,36.0,9.5
A062_RP,Inosine 5'-monophosphate (5'-IMP),348.0472,9.37,-0.1,0.0,0.0,-0.7,3.3,4.0,-0.8,3.2,3.9,1.000,1.000,1.000,0.493,0.000,0.000,0.154,0.000,0.000,1.3E+08,2.8E+08,1.6E+08,8.8E+07,1.4E+08,1.9E+08,1.9E+08,1.1E+08,1.8E+08,2.7E+08,2.5E+08,2.2E+08,2.6E+08,2.2E+08,2.5E+08,3.2E+08,1.5E+07,1.7E+07,1.7E+07,1.5E+07,1.5E+07,1.8E+07,1.6E+07,1.3E+07,4.1E+05,5.2E+05,4.2E+05,5.2E+05,4.2E+05,4.6E+05,6.9E+05,12.6,5.9,19.2,15.7,52.7,15.5
A063_RP,Guanosine 5'-monophosphate (5'-GMP),363.0581,9.49,0.1,0.2,0.1,0.2,2.4,2.2,0.1,2.4,2.4,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,7.9E+07,1.7E+08,8.9E+07,7.8E+07,8.1E+07,8.8E+07,8.8E+07,9.3E+07,9.1E+07,8.9E+07,7.3E+07,6.8E+07,6.6E+07,8.3E+07,7.5E+07,8.9E+07,1.1E+07,1.1E+07,1.6E+07,1.7E+07,2.0E+07,2.6E+07,1.6E+07,1.6E+07,3.1E+05,4.4E+05,3.1E+05,5.2E+05,4.4E+05,4.9E+05,6.0E+05,35.1,23.0,12.0,13.8,39.4,6.0
A064_RP,S-Adenosyl-L-homocysteine,384.1218,9.87,0.6,-0.1,-0.4,0.5,1.0,0.5,1.2,2.0,0.8,1.000,1.000,1.000,0.209,0.001,0.190,0.001,0.000,0.011,4.8E+06,9.2E+06,5.7E+06,6.0E+06,5.8E+06,8.8E+06,4.6E+06,6.8E+06,4.6E+06,3.9E+06,3.5E+06,3.0E+06,2.6E+06,2.9E+06,3.7E+06,4.5E+06,2.6E+06,2.0E+06,2.6E+06,1.6E+06,2.8E+06,2.3E+06,1.9E+06,2.0E+06,2.3E+05,2.1E+05,2.2E+05,2.0E+05,1.9E+05,2.1E+05,2.0E+05,15.1,16.8,21.8,23.3,20.1,11.4
A065_RP,S-(5'-Adenosyl)-L-methionine (SAM),398.1373,3.89,0.3,0.1,-0.1,-0.9,-1.7,-0.9,-0.6,-1.3,-0.6,1.000,1.000,1.000,0.004,0.000,0.001,0.019,0.000,0.012,1.1E+07,1.6E+07,1.2E+07,1.0E+07,1.5E+07,1.9E+07,1.1E+07,1.3E+07,2.3E+07,2.6E+07,2.2E+07,2.0E+07,1.8E+07,1.9E+07,2.0E+07,2.5E+07,3.7E+07,3.8E+07,3.8E+07,3.3E+07,4.2E+07,3.4E+07,3.4E+07,3.5E+07,9.4E+04,9.2E+04,8.9E+04,8.6E+04,9.2E+04,9.1E+04,9.6E+04,6.3,9.2,15.9,11.8,25.0,14.7
A066_RP,Stearoyl-L-carnitine,427.3664,28.56,1.1,0.3,-0.1,0.1,-1.0,-1.2,0.9,0.2,-0.8,1.000,1.000,1.000,1.000,0.111,0.015,0.278,1.000,0.469,3.1E+07,7.0E+07,2.9E+07,7.0E+07,3.0E+07,5.1E+07,3.4E+07,6.4E+07,3.9E+07,5.8E+07,2.0E+07,2.7E+07,1.1E+07,2.1E+07,3.7E+07,4.3E+07,7.3E+07,6.1E+07,6.1E+07,4.4E+07,6.4E+07,6.2E+07,5.4E+07,6.0E+07,3.3E+05,2.5E+05,2.3E+05,3.0E+05,2.4E+05,2.5E+05,2.7E+05,14.8,12.6,45.0,50.1,14.1,6.6
A067_RP,CDP-ethanolamine,446.0606,4.37,0.1,-0.1,-0.4,0.5,-0.1,-0.6,0.7,0.4,-0.3,1.000,1.000,1.000,0.004,1.000,0.002,0.000,0.027,0.184,7.2E+07,9.2E+07,7.9E+07,7.0E+07,7.5E+07,8.7E+07,7.2E+07,6.8E+07,5.9E+07,4.7E+07,5.2E+07,4.6E+07,4.8E+07,4.7E+07,5.2E+07,5.8E+07,7.7E+07,6.9E+07,7.8E+07,5.4E+07,8.0E+07,5.7E+07,7.0E+07,6.0E+07,1.7E+05,1.7E+05,1.6E+05,1.6E+05,1.6E+05,1.7E+05,1.7E+05,10.2,5.8,11.6,9.1,15.2,4.2
A068_RP,1-Oleoyl-2-hydroxy-sn-glycero-3-PE,479.3015,30.93,0.5,0.1,-0.1,0.2,0.6,0.5,0.6,1.3,0.6,1.000,1.000,1.000,1.000,0.067,0.531,0.028,0.000,0.021,4.2E+07,7.6E+07,4.4E+07,5.6E+07,4.2E+07,6.0E+07,4.0E+07,5.8E+07,4.3E+07,4.7E+07,3.1E+07,3.1E+07,2.7E+07,3.4E+07,4.5E+07,4.3E+07,3.3E+07,2.8E+07,2.8E+07,1.8E+07,2.6E+07,2.6E+07,2.5E+07,2.4E+07,3.8E+05,3.4E+05,3.4E+05,3.7E+05,4.4E+05,4.3E+05,3.6E+05,19.1,12.8,19.7,23.8,14.7,3.1
A069_RP,Cytidine 5'-diphosphocholine,488.1076,4.43,0.1,-0.1,0.1,1.3,0.3,-0.9,1.5,0.3,-1.1,1.000,1.000,1.000,0.000,0.491,0.001,0.000,0.538,0.000,2.2E+07,2.1E+07,2.0E+07,2.0E+07,1.8E+07,2.2E+07,2.0E+07,1.8E+07,9.3E+06,7.4E+06,8.3E+06,8.5E+06,5.7E+06,5.7E+06,7.9E+06,7.6E+06,1.1E+07,1.3E+07,1.6E+07,1.9E+07,2.0E+07,1.6E+07,1.5E+07,1.7E+07,1.1E+05,1.0E+05,9.4E+04,9.0E+04,8.7E+04,9.0E+04,8.5E+04,13.5,23.8,15.8,19.5,8.2,7.4
A070_RP,Taurocholic acid,515.2918,21.38,0.5,-0.2,0.0,-2.7,0.5,3.2,-2.0,1.1,3.1,1.000,1.000,1.000,0.423,1.000,0.115,1.000,0.297,0.161,1.7E+05,3.7E+05,2.1E+05,2.3E+05,6.4E+05,3.4E+07,2.9E+05,3.3E+05,1.5E+06,1.6E+06,1.7E+06,1.3E+06,1.3E+06,1.5E+06,1.6E+06,9.3E+05,1.7E+05,1.7E+05,2.0E+05,1.9E+05,1.6E+05,1.6E+05,1.8E+05,1.6E+05,1.2E+05,1.2E+05,1.2E+05,1.2E+05,1.2E+05,1.2E+05,1.2E+05,8.8,10.3,21.9,9.7,192.8,65.1
A071_RP,Uridine 5'-diphosphate glucose,566.0552,4.57,-0.2,-0.1,-0.2,-0.5,-1.1,-0.6,-0.6,-1.1,-0.5,1.000,1.000,1.000,0.150,0.000,0.053,0.052,0.000,0.203,8.0E+07,9.9E+07,7.8E+07,7.0E+07,8.5E+07,5.5E+07,7.5E+07,7.2E+07,1.3E+08,1.3E+08,1.1E+08,9.9E+07,9.4E+07,9.4E+07,1.2E+08,1.2E+08,1.9E+08,1.8E+08,1.8E+08,1.2E+08,1.6E+08,1.5E+08,1.4E+08,1.4E+08,1.2E+05,1.2E+05,1.3E+05,1.3E+05,1.1E+05,1.2E+05,1.2E+05,18.0,13.1,14.5,13.0,24.5,5.0
A072_RP,L-Glutathione oxidized,612.1523,9.96,-0.2,-0.2,0.1,1.6,1.3,-0.3,1.6,0.9,-0.6,1.000,1.000,1.000,0.016,0.021,1.000,0.005,0.047,0.951,1.4E+08,2.1E+08,1.4E+08,1.1E+08,1.3E+08,1.2E+08,9.8E+07,9.3E+07,5.4E+07,3.5E+07,4.4E+07,3.4E+07,4.1E+07,4.3E+07,4.4E+07,4.6E+07,6.7E+07,9.6E+07,2.8E+07,2.5E+07,6.2E+07,6.1E+07,4.9E+07,6.0E+07,3.2E+05,2.9E+05,2.3E+05,2.2E+05,1.9E+05,1.7E+05,1.6E+05,48.1,34.1,14.8,12.4,39.4,16.4
A073_RP,β-Nicotinamide adenine dinucleotide (NAD+),663.1098,9.56,-0.6,0.0,-0.4,-0.2,-1.6,-1.4,-0.8,-1.7,-1.0,1.000,1.000,1.000,1.000,0.331,0.525,1.000,0.842,0.927,2.8E+06,1.9E+07,3.6E+06,1.6E+06,1.6E+06,8.2E+05,1.8E+06,1.5E+06,4.1E+06,2.8E+06,2.9E+06,2.3E+06,1.9E+06,2.5E+06,2.4E+06,3.0E+06,9.0E+06,7.2E+06,6.8E+06,4.9E+06,7.0E+06,3.0E+06,4.8E+06,5.4E+06,2.2E+05,2.0E+05,2.0E+05,1.9E+05,1.9E+05,1.9E+05,1.9E+05,33.2,24.8,11.4,33.3,153.5,38.0
a074_RP,Putrescine,88.1001,3.12,0.0,0.0,-0.2,-4.9,-4.4,0.5,-4.9,-4.2,0.7,1.000,1.000,1.000,0.000,0.000,0.072,0.000,0.000,0.015,7.0E+05,8.4E+05,7.0E+05,6.6E+05,7.1E+05,7.2E+05,5.7E+05,5.9E+05,2.4E+07,2.0E+07,2.1E+07,2.0E+07,1.9E+07,1.6E+07,2.1E+07,2.2E+07,1.4E+07,1.4E+07,1.8E+07,8.3E+06,1.5E+07,1.3E+07,1.1E+07,1.3E+07,2.4E+05,1.7E+05,1.1E+05,1.3E+05,1.1E+05,1.1E+05,1.2E+05,22.0,20.1,12.2,10.7,15.1,10.0
a075_RP,Serotonin,176.0951,11.42,0.3,0.5,0.1,2.5,4.4,1.9,2.3,4.7,2.4,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,3.6E+06,6.8E+06,3.8E+06,3.8E+06,3.2E+06,3.7E+06,2.4E+06,4.6E+06,6.2E+05,1.0E+06,5.7E+05,6.5E+05,4.1E+05,8.9E+05,6.9E+05,8.0E+05,1.7E+05,3.0E+05,1.5E+05,1.5E+05,1.5E+05,1.5E+05,1.6E+05,1.7E+05,1.5E+05,1.4E+05,1.3E+05,1.2E+05,1.1E+05,1.0E+05,1.1E+05,36.7,6.5,19.8,20.8,30.9,18.6
a076_RP,NG-Methyl-L-arginine,188.1274,3.88,0.3,0.4,0.2,-2.2,-5.2,-3.0,-2.3,-5.1,-2.9,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,9.1E+05,8.6E+05,7.3E+05,7.2E+05,9.4E+05,1.3E+06,7.2E+05,1.2E+06,2.5E+06,4.6E+06,4.6E+06,4.7E+06,3.4E+06,5.2E+06,4.3E+06,6.4E+06,3.1E+07,3.4E+07,3.6E+07,3.7E+07,2.0E+07,4.2E+07,3.0E+07,3.5E+07,9.4E+04,9.1E+04,8.7E+04,8.1E+04,8.5E+04,8.2E+04,8.4E+04,9.8,23.5,15.2,25.3,27.8,14.5
a077_RP,5-Hydroxyindole-3-acetic acid,191.0583,15.89,0.8,0.6,-0.2,1.3,4.2,2.9,1.6,5.3,3.7,0.687,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,4.0E+06,8.0E+06,4.1E+06,4.6E+06,3.3E+06,8.2E+06,4.4E+06,6.4E+06,1.3E+06,2.4E+06,1.7E+06,2.5E+06,1.5E+06,2.0E+06,1.9E+06,3.1E+06,2.0E+05,1.9E+05,2.7E+05,1.9E+05,2.4E+05,2.7E+05,1.8E+05,1.8E+05,1.2E+05,1.1E+05,1.1E+05,1.1E+05,9.9E+04,9.6E+04,9.9E+04,18.8,19.1,17.2,18.0,24.8,11.8
a078_RP,Prostaglandin D2,352.2252,24.82,0.5,-0.8,0.1,2.3,4.9,2.6,3.5,5.2,1.7,1.000,1.000,1.000,0.037,0.000,0.000,0.000,0.000,0.044,1.3E+06,9.3E+05,1.0E+06,1.3E+06,6.6E+05,2.1E+06,8.2E+05,1.2E+06,7.5E+05,3.1E+05,1.7E+05,1.0E+05,1.7E+05,4.8E+04,2.1E+05,1.2E+05,3.3E+04,3.8E+04,3.0E+04,3.3E+04,3.0E+04,3.3E+04,3.4E+04,3.5E+04,2.7E+04,3.4E+04,2.5E+04,2.4E+04,2.4E+04,2.3E+04,2.3E+04,7.1,5.8,79.6,87.0,34.7,29.4
B079_RP,3-Hydroxybutyric acid,104.0474,11.06,1.0,0.0,-0.7,-2.4,-3.7,-1.3,-1.5,-2.1,-0.6,1.000,1.000,1.000,0.053,0.009,1.000,0.550,0.178,1.000,3.6E+05,5.2E+05,3.0E+05,6.5E+05,2.9E+05,6.2E+05,4.8E+05,6.9E+05,4.6E+06,3.0E+06,1.2E+06,1.0E+06,2.3E+06,2.2E+06,1.2E+06,1.3E+06,7.3E+06,6.1E+06,6.8E+06,3.6E+06,2.0E+06,1.8E+06,7.1E+05,8.1E+05,6.9E+04,3.8E+05,3.9E+05,8.4E+04,3.2E+05,3.8E+05,3.4E+05,76.0,79.3,47.5,68.5,11.6,24.2
B080_RP,Nicotinamide,122.0481,7.14,0.1,0.2,0.1,2.1,2.7,0.6,2.0,2.7,0.7,1.000,1.000,1.000,0.812,0.366,1.000,1.000,1.000,1.000,1.5E+09,6.6E+06,1.6E+09,1.6E+09,1.7E+09,1.8E+09,1.5E+09,1.6E+09,3.7E+08,4.4E+08,3.3E+08,3.7E+08,3.5E+08,4.0E+08,3.7E+08,4.6E+08,2.4E+08,2.3E+08,2.4E+08,2.2E+08,2.1E+08,3.8E+08,2.8E+08,2.7E+08,9.6E+06,1.0E+07,2.8E+05,8.7E+06,7.7E+06,7.2E+06,2.7E+05,26.1,12.5,10.2,5.8,66.5,7.2
B081_RP,Pipecolic acid,129.0791,6.00,0.0,-0.4,-0.4,-2.0,-4.0,-2.0,-1.6,-3.6,-2.0,1.000,1.000,1.000,0.011,0.000,0.002,0.013,0.000,0.005,1.5E+07,1.7E+07,1.4E+07,1.5E+07,1.5E+07,7.0E+06,1.5E+07,1.4E+07,5.3E+07,4.7E+07,6.3E+07,4.3E+07,2.6E+07,2.1E+07,7.5E+07,8.5E+07,3.3E+08,2.2E+08,2.7E+08,2.0E+08,2.0E+08,1.6E+08,1.5E+08,1.1E+08,1.2E+06,8.7E+05,1.0E+06,1.0E+05,8.1E+05,7.1E+05,1.2E+05,28.6,32.7,55.1,38.1,33.5,4.3
B082_RP,Creatine,131.0695,4.50,0.1,-0.3,-0.4,0.7,0.8,0.1,1.0,1.3,0.2,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0.935,2.0E+10,2.7E+10,2.4E+10,2.3E+10,2.2E+10,2.0E+10,2.1E+10,2.3E+10,1.4E+10,1.1E+10,1.2E+10,1.0E+10,1.3E+10,1.1E+10,1.4E+10,1.2E+10,1.4E+10,1.3E+10,1.4E+10,9.7E+09,1.2E+10,9.3E+09,1.1E+10,9.5E+09,1.4E+06,1.1E+06,7.9E+05,6.7E+05,1.1E+06,9.4E+05,8.2E+05,14.6,12.6,8.2,7.8,12.0,7.2
B083_RP,Adenine,135.0547,6.02,0.1,0.1,0.1,1.2,1.7,0.5,1.2,1.6,0.5,1.000,1.000,1.000,0.004,0.000,0.260,0.004,0.000,0.545,9.5E+07,8.2E+07,1.0E+08,1.0E+08,9.4E+07,9.8E+07,8.8E+07,1.0E+08,6.3E+07,4.8E+07,3.8E+07,4.1E+07,3.5E+07,4.3E+07,4.4E+07,4.6E+07,2.3E+07,2.1E+07,3.2E+07,3.1E+07,3.9E+07,5.2E+07,2.7E+07,3.3E+07,6.4E+05,4.6E+05,7.1E+05,7.3E+05,8.1E+05,7.0E+05,9.6E+05,36.7,23.6,6.1,28.5,10.3,7.5
B084_RP,g-Butyrobetaine,145.1103,4.57,-0.2,-0.5,-0.3,0.2,1.7,1.5,0.5,1.8,1.3,1.000,1.000,1.000,1.000,0.000,0.000,0.703,0.000,0.003,1.0E+08,9.1E+07,9.8E+07,9.2E+07,9.7E+07,8.7E+07,1.1E+08,6.4E+07,1.0E+08,6.6E+07,6.7E+07,5.9E+07,7.8E+07,4.8E+07,9.3E+07,7.9E+07,4.7E+07,4.2E+07,3.5E+07,2.6E+07,2.8E+07,2.6E+07,2.6E+07,2.3E+07,1.1E+05,1.1E+05,1.0E+05,1.0E+05,9.4E+04,9.5E+04,9.9E+04,29.8,28.6,20.3,18.9,15.5,6.3
B085_RP,Acetylcholine,145.1103,4.75,0.1,4.1,0.2,6.3,7.3,1.0,2.3,7.2,4.9,1.000,1.000,1.000,0.001,0.000,0.668,0.084,0.000,0.015,6.8E+07,1.3E+08,8.8E+07,5.7E+07,9.8E+07,8.8E+07,6.1E+07,7.8E+07,9.5E+05,2.6E+07,1.6E+07,1.5E+07,1.0E+06,1.8E+07,5.7E+05,9.0E+05,5.3E+05,1.0E+06,4.8E+05,5.8E+05,3.9E+05,2.3E+05,7.2E+05,5.7E+05,1.8E+05,1.5E+05,1.5E+05,2.7E+05,2.0E+05,2.6E+05,1.6E+05,54.2,26.2,69.6,163.3,36.1,21.8
B086_RP,Methionine,149.0512,6.85,0.1,0.6,0.0,-0.3,-0.9,-0.7,-0.8,-0.9,-0.1,1.000,1.000,1.000,1.000,0.004,0.025,0.044,0.026,1.000,1.7E+08,1.8E+08,2.0E+08,1.4E+08,1.3E+08,2.8E+08,1.5E+08,1.6E+08,2.0E+08,3.5E+08,2.1E+08,2.7E+08,1.9E+08,3.1E+08,1.4E+08,2.6E+08,3.2E+08,3.0E+08,2.6E+08,2.6E+08,3.0E+08,3.3E+08,3.2E+08,3.1E+08,2.6E+05,2.5E+05,2.5E+05,2.3E+05,2.0E+05,2.0E+05,2.0E+05,9.9,9.7,13.9,16.6,33.1,18.0
B087_RP,L-Cysteinesulfinic acid,153.0096,4.51,1.0,-1.2,2.3,-2.1,-3.2,-1.1,0.1,-4.5,-4.6,1.000,1.000,1.000,0.450,0.020,0.775,1.000,0.015,0.017,4.9E+05,1.0E+06,3.2E+05,8.2E+05,8.5E+05,4.4E+06,7.8E+05,1.5E+06,2.9E+06,1.2E+06,2.6E+06,7.7E+05,7.5E+05,1.2E+06,3.7E+06,4.7E+06,6.0E+06,2.3E+07,3.0E+06,2.3E+06,8.8E+06,3.6E+07,5.7E+06,3.3E+07,1.1E+05,1.1E+05,6.8E+04,6.8E+04,5.7E+04,5.8E+04,9.0E+04,65.0,40.7,93.6,50.1,86.6,40.7
B088_RP,Isophthalic acid,166.0267,17.29,1.1,0.5,-0.1,-0.1,-2.0,-1.9,0.6,-0.7,-1.3,0.622,1.000,1.000,1.000,0.000,0.000,0.542,0.184,0.004,5.1E+06,2.3E+07,6.7E+06,1.4E+07,6.1E+06,7.2E+06,7.2E+06,1.4E+07,6.9E+06,8.8E+06,7.9E+06,9.7E+06,6.4E+06,5.3E+06,5.0E+06,1.3E+07,2.8E+07,2.1E+07,2.4E+07,2.0E+07,2.2E+07,2.5E+07,2.5E+07,2.6E+07,4.9E+05,2.7E+04,2.6E+05,3.2E+05,2.8E+04,2.5E+05,4.1E+05,14.1,10.3,33.6,18.2,44.9,14.1
B089_RP,N-Acetylornithine,174.1006,4.71,1.0,0.8,-0.1,3.4,-1.2,-4.6,3.5,-0.1,-3.6,0.802,1.000,1.000,0.000,0.014,0.000,0.000,1.000,0.000,1.7E+07,5.9E+07,2.3E+07,4.8E+07,2.8E+07,5.3E+07,2.8E+07,4.8E+07,1.5E+06,3.4E+06,4.6E+06,8.0E+06,2.4E+06,2.8E+06,2.6E+06,5.3E+06,7.2E+07,5.8E+07,6.1E+07,5.4E+07,4.5E+07,5.3E+07,5.6E+07,4.2E+07,2.4E+05,4.3E+05,8.1E+05,6.4E+05,1.8E+05,3.6E+05,2.2E+05,13.9,18.9,47.7,47.5,9.7,20.8
B090_RP,N-Acetylaspartic acid,175.0481,7.26,-0.2,0.0,-0.4,2.5,4.0,1.5,2.3,4.2,1.9,1.000,1.000,1.000,1.000,0.377,1.000,1.000,1.000,1.000,5.9E+09,1.5E+06,5.3E+09,5.1E+09,5.8E+09,6.0E+09,6.6E+09,5.2E+09,1.1E+09,1.0E+09,8.7E+08,8.6E+08,1.0E+09,1.0E+09,1.1E+09,1.0E+09,4.3E+08,4.4E+08,4.1E+08,2.8E+08,3.3E+08,2.8E+08,3.3E+08,2.8E+08,5.0E+05,1.4E+06,6.7E+05,1.1E+06,6.3E+05,1.0E+06,1.8E+06,24.7,14.5,8.7,11.0,67.4,8.8
B091_RP,Ascorbic acid,176.0321,6.01,-0.1,-0.2,-0.5,-0.4,-0.2,0.2,-0.3,0.2,0.5,1.000,1.000,1.000,0.294,1.000,0.681,1.000,0.468,0.058,1.7E+09,2.5E+09,1.8E+09,1.6E+09,1.6E+09,1.5E+09,1.7E+09,1.6E+09,2.3E+09,1.9E+09,2.3E+09,1.8E+09,2.0E+09,2.0E+09,2.2E+09,2.3E+09,2.0E+09,1.8E+09,2.0E+09,1.4E+09,1.8E+09,1.2E+09,1.6E+09,1.3E+09,1.7E+05,1.6E+05,2.0E+05,1.6E+05,1.6E+05,1.6E+05,1.7E+05,19.2,11.4,10.2,5.5,26.1,3.6
B092_RP,Glycyl-L-leucine,188.1162,12.63,0.3,0.0,-0.3,-0.3,3.0,3.3,0.0,3.6,3.6,1.000,1.000,1.000,0.989,0.000,0.000,1.000,0.000,0.000,1.2E+07,2.2E+07,1.2E+07,1.5E+07,1.2E+07,1.2E+07,1.1E+07,1.6E+07,1.8E+07,1.4E+07,1.2E+07,1.2E+07,1.5E+07,1.6E+07,1.5E+07,1.6E+07,1.9E+06,1.5E+06,1.6E+06,9.7E+05,1.4E+06,1.6E+06,1.4E+06,9.9E+05,1.8E+05,1.8E+05,1.8E+05,1.8E+05,1.7E+05,1.7E+05,1.7E+05,27.1,15.4,13.5,18.7,25.5,5.9
B093_RP,"N6,N6,N6-Trimethyl-L-lysine",188.1526,3.59,-0.2,0.3,-0.1,0.4,0.8,0.4,-0.1,0.7,0.8,1.000,1.000,1.000,0.805,0.011,0.290,1.000,0.003,0.004,5.3E+07,6.4E+07,5.5E+07,4.9E+07,5.5E+07,4.6E+07,4.9E+07,4.7E+07,4.2E+07,5.5E+07,4.2E+07,4.6E+07,4.0E+07,4.6E+07,4.6E+07,5.8E+07,4.6E+07,3.3E+07,3.7E+07,2.9E+07,2.4E+07,2.9E+07,2.5E+07,2.4E+07,1.2E+05,1.2E+05,1.1E+05,1.1E+05,1.1E+05,1.1E+05,1.1E+05,11.8,31.7,11.8,6.1,16.2,5.6
B094_RP,Acetyl-L-carnitine,203.1159,6.29,-0.3,-0.1,-0.3,0.7,-1.1,-1.8,0.5,-1.1,-1.6,1.000,1.000,1.000,1.000,1.000,0.984,1.000,0.319,1.000,4.3E+08,4.7E+05,4.5E+08,3.3E+08,3.9E+08,4.9E+08,4.7E+08,4.0E+08,3.2E+08,3.1E+08,2.5E+08,2.1E+08,2.2E+08,2.0E+08,2.9E+08,3.1E+08,1.1E+09,1.0E+09,1.0E+09,6.8E+08,8.8E+08,8.3E+08,8.9E+08,7.5E+08,2.3E+05,2.8E+05,2.2E+05,2.0E+05,2.0E+05,2.0E+05,2.0E+05,17.3,9.9,23.7,16.5,70.1,7.8
B095_RP,Acetylarginine,216.1224,6.03,-0.1,0.3,0.2,2.1,0.8,-1.4,1.7,0.5,-1.2,1.000,1.000,1.000,0.000,0.039,0.001,0.000,0.588,0.001,3.1E+07,3.5E+07,2.8E+07,2.0E+07,3.2E+07,3.9E+07,3.0E+07,2.4E+07,9.2E+06,1.1E+07,4.9E+06,7.0E+06,6.1E+06,8.5E+06,8.1E+06,9.6E+06,1.9E+07,2.3E+07,1.9E+07,1.9E+07,1.8E+07,2.7E+07,1.5E+07,1.8E+07,1.0E+05,9.4E+04,9.4E+04,8.7E+04,8.7E+04,8.8E+04,8.9E+04,19.3,11.4,19.7,27.4,30.6,6.3
B096_RP,Propionylcarnitine,217.1315,10.85,-0.1,0.2,-0.2,-0.8,-3.2,-2.4,-1.1,-3.2,-2.1,1.000,1.000,1.000,0.082,0.000,0.000,0.021,0.000,0.000,7.2E+06,6.4E+06,6.1E+06,4.9E+06,5.4E+06,7.4E+06,8.2E+06,6.1E+06,1.9E+07,2.8E+07,1.1E+07,1.2E+07,1.2E+07,8.0E+06,1.1E+07,1.4E+07,8.4E+07,6.8E+07,6.2E+07,4.1E+07,5.6E+07,5.7E+07,6.0E+07,5.3E+07,1.5E+05,1.4E+05,1.4E+05,1.3E+05,1.3E+05,1.3E+05,1.4E+05,20.3,19.5,56.3,26.7,16.7,18.4
B097_RP,Cytidine,243.0857,6.02,0.1,0.1,0.2,-0.6,0.8,1.4,-0.7,0.6,1.3,1.000,1.000,1.000,0.328,0.226,0.003,0.456,0.045,0.001,5.6E+07,7.0E+07,5.0E+07,4.7E+07,4.5E+07,5.4E+07,4.7E+07,4.4E+07,1.0E+08,8.4E+07,6.6E+07,6.3E+07,7.1E+07,7.9E+07,7.9E+07,9.6E+07,2.2E+07,1.7E+07,3.4E+07,3.2E+07,5.1E+07,3.3E+07,2.3E+07,3.3E+07,1.1E+05,9.9E+04,9.9E+04,9.1E+04,9.0E+04,9.2E+04,9.2E+04,27.1,42.1,17.4,20.1,22.3,9.5
