	logFC	metadata_r_id	ec_number
DURIK1m_pos	0.9777080524464057	DURIK1m	2.7.1.21
DUTPDPm_pos	0.9725959322610469	DUTPDPm	3.6.1.23
DUTPDPn_pos	1.178875569268381	DUTPDPn	3.6.1.23
EBP1r_pos	1.0	EBP1r	5.3.3.5
EBP2r_pos	1.0	EBP2r	5.3.3.5
ECOAH12m_pos	1.000085227574025	ECOAH12m	4.2.1.17
ECOAH1m_neg	0.981043764079761	ECOAH1m	4.2.1.17
ECOAH1m_pos	1.0014898282537859	ECOAH1m	4.2.1.17
ECOAH9m_neg	1.0001762338950189	ECOAH9m	4.2.1.17
ECOAH9m_pos	1.0007182097875957	ECOAH9m	4.2.1.17
EHGLAT2m_pos	1.010270608781895	EHGLAT2m	2.6.1.21
EHGLATm_pos	1.0065030519912401	EHGLATm	2.6.1.1
EICOSTETCPT1_pos	0.9998593050917151	EICOSTETCPT1	2.3.1.21
ELAIDCPT1_pos	1.0162647647021057	ELAIDCPT1	2.3.1.21
ENGASE2ly_pos	0.9512731249037232	ENGASE2ly	3.2.1.96
ENGASE3ly_pos	0.9806187871480373	ENGASE3ly	3.2.1.96
ENGASEly_pos	0.9849982658774393	ENGASEly	3.2.1.96
ENO_neg	1.0614888438973296	ENO	4.2.1.11
ENO_pos	1.0329809690998828	ENO	4.2.1.11
ESTSULT_pos	0.9880424396998597	ESTSULT	2.8.2.4
ETFQO_pos	0.8639243827165035	ETFQO	1.5.5.1
ETHAK_pos	1.0290059693585911	ETHAK	2.7.1.82
F1PGT_pos	0.985498571378609	F1PGT	2.7.7.30
F6Tg_pos	0.9843282481457644	F6Tg	2.4.1.68
FACOAL140i_pos	1.0027667039636479	FACOAL140i	6.2.1.3
FACOAL150_pos	1.0063208285649772	FACOAL150	6.2.1.3
FACOAL160i_pos	1.0750655329116072	FACOAL160i	6.2.1.3
FACOAL170_pos	1.0043583474567341	FACOAL170	6.2.1.3
FACOAL180i_pos	1.0550756788452156	FACOAL180i	6.2.1.3
FACOAL1812_neg	1.0252692224766025	FACOAL1812	6.2.1.3
FACOAL1812_pos	0.9975994587504425	FACOAL1812	6.2.1.3
FACOAL1813_neg	1.039826069517844	FACOAL1813	6.2.1.3
FACOAL1813_pos	0.9975994587504424	FACOAL1813	6.2.1.3
FACOAL181i_pos	1.0551943399941608	FACOAL181i	6.2.1.3
FACOAL1821_neg	1.1322727594291966	FACOAL1821	6.2.1.3
FACOAL1821_pos	1.0481551114718433	FACOAL1821	6.2.1.3
FACOAL1822_neg	1.0245662381108696	FACOAL1822	6.2.1.3
FACOAL1822_pos	1.0069593742682768	FACOAL1822	6.2.1.3
FACOAL1831_neg	1.1382537619197988	FACOAL1831	6.2.1.3
FACOAL1831_pos	1.0029539828595202	FACOAL1831	6.2.1.3
FACOAL1832_pos	0.9985414785891045	FACOAL1832	6.2.1.3
FACOAL184_neg	0.9989528060681265	FACOAL184	6.2.1.3
FACOAL184_pos	1.0042581532447967	FACOAL184	6.2.1.3
FACOAL191_pos	1.0322549640373853	FACOAL191	6.2.1.3
FACOAL200_pos	1.0305527761376458	FACOAL200	6.2.1.3
FACOAL203_neg	0.9991476475390737	FACOAL203	6.2.1.3
FACOAL203_pos	1.0002478671343018	FACOAL203	6.2.1.3
FACOAL2042_neg	0.9992580045909564	FACOAL2042	6.2.1.3
FACOAL2042_pos	0.9964072907886221	FACOAL2042	6.2.1.3
FACOAL204_neg	1.0698684628979191	FACOAL204	6.2.1.3
FACOAL204_pos	1.000401914605934	FACOAL204	6.2.1.3
FACOAL205_neg	0.9978443864232887	FACOAL205	6.2.1.3
FACOAL205_pos	1.0045263904331843	FACOAL205	6.2.1.3
FACOAL206_pos	0.9955048039327532	FACOAL206	6.2.1.3
FACOAL224_neg	0.9995547169922769	FACOAL224	6.2.1.3
FACOAL224_pos	1.0016225099861609	FACOAL224	6.2.1.3
FACOAL2251_neg	0.9983846953211736	FACOAL2251	6.2.1.3
FACOAL2251_pos	0.9939737494575237	FACOAL2251	6.2.1.3
FACOAL2252_neg	1.001490820272838	FACOAL2252	6.2.1.3
FACOAL2252_pos	0.9986115699225303	FACOAL2252	6.2.1.3
FACOAL226_neg	1.005095459117638	FACOAL226	6.2.1.3
FACOAL226_pos	1.0014723419083646	FACOAL226	6.2.1.3
FACOAL240_neg	0.9935132064000637	FACOAL240	6.2.1.3
FACOAL240_pos	0.991001833374615	FACOAL240	6.2.1.3
FACOAL241_pos	0.9899212296864093	FACOAL241	6.2.1.3
FACOAL244_1_pos	0.9940762069132159	FACOAL244_1	6.2.1.3
FACOAL245_1_pos	0.9935132064000637	FACOAL245_1	6.2.1.3
FACOAL245_2_pos	0.9975945471169237	FACOAL245_2	6.2.1.3
FACOAL246_1_neg	0.9975945471169237	FACOAL246_1	6.2.1.3
FACOAL246_1_pos	0.9935132064000637	FACOAL246_1	6.2.1.3
FACOAL260_pos	0.9935132064000637	FACOAL260	6.2.1.3
FACOAL40im_pos	0.9973064094700607	FACOAL40im	6.2.1.2
FACOAL80i_pos	1.002889247446994	FACOAL80i	6.2.1.2
FADDP_pos	0.9927206911811658	FADDP	3.6.1.9
FAEL183_pos	1.0346110805500868	FAEL183	2.3.1.86
FAEL184_pos	0.9992580045909564	FAEL184	2.3.1.86
FAEL204_pos	1.0091371335305719	FAEL204	2.3.1.86
FAEL205_pos	1.0137191866858726	FAEL205	2.3.1.86
FALDH_neg	1.001400645644169	FALDH	1.2.1.1
FALDH_pos	1.001400645644169	FALDH	1.2.1.1
FAOXC11_pos	0.9955048039327532	FAOXC11	1.3.99.3
FAOXC140_pos	0.9844398502462067	FAOXC140	1.3.99.3
FAOXC150m_pos	1.0029055110957052	FAOXC150m	1.3.99.3
FAOXC16080m_pos	1.001539879762932	FAOXC16080m	4.2.1.74
FAOXC16080x_pos	0.9287890120355967	FAOXC16080x	4.2.1.74
FAOXC160_pos	0.9898176843357364	FAOXC160	1.3.99.3
FAOXC161802m_pos	1.0205041264263761	FAOXC161802m	4.2.1.74
FAOXC16180m_pos	1.0236455640672755	FAOXC16180m	4.2.1.74
FAOXC170m_pos	1.0043583474567344	FAOXC170m	1.3.99.3
FAOXC180_pos	1.010078790113523	FAOXC180	1.3.99.3
FAOXC180x_pos	0.9263630024957382	FAOXC180x	2.3.1.16
FAOXC1811601m_pos	1.0162647647021057	FAOXC1811601m	4.2.1.74
FAOXC1811602m_pos	1.0250584050781135	FAOXC1811602m	4.2.1.74
FAOXC1811603m_pos	1.0336441502429627	FAOXC1811603m	4.2.1.74
FAOXC182806m_pos	1.0027562880045797	FAOXC182806m	4.2.1.74
FAOXC18280m_pos	1.026876309882514	FAOXC18280m	4.2.1.74
FAOXC183803m_pos	1.0024335706535272	FAOXC183803m	4.2.1.74
FAOXC183806m_pos	1.002981298305714	FAOXC183806m	4.2.1.74
FAOXC183806x_pos	0.9915162788209202	FAOXC183806x	4.2.1.74
FAOXC18480m_pos	0.9988281469930441	FAOXC18480m	4.2.1.74
FAOXC18480x_pos	0.9996915669811355	FAOXC18480x	4.2.1.74
FAOXC200180m_pos	0.9971617704397657	FAOXC200180m	4.2.1.74
FAOXC200180x_pos	0.9401793479054258	FAOXC200180x	4.2.1.74
FAOXC2031836m_pos	1.0072786132070641	FAOXC2031836m	4.2.1.74
FAOXC204184m_pos	0.9998593050917151	FAOXC204184m	4.2.1.74
FAOXC204_pos	1.0035775257836903	FAOXC204	1.3.99.3
FAOXC2051843m_pos	0.9998132908087368	FAOXC2051843m	4.2.1.74
FAOXC2051843x_pos	0.9997830775709435	FAOXC2051843x	4.2.1.74
FAOXC2242046m_pos	1.0004107181313946	FAOXC2242046m	4.2.1.74
FAOXC2242046x_pos	1.0102345434947293	FAOXC2242046x	4.2.1.74
FAOXC2251836m_pos	0.9990762152413718	FAOXC2251836m	4.2.1.74
FAOXC2251836x_pos	1.000164299870856	FAOXC2251836x	4.2.1.74
FAOXC2252053m_pos	1.0096487336750106	FAOXC2252053m	4.2.1.74
FAOXC2252053x_pos	0.9970053638522354	FAOXC2252053x	4.2.1.74
FAOXC226205m_pos	1.011049307155158	FAOXC226205m	4.2.1.74
FAOXC226205x_pos	1.009882518806897	FAOXC226205x	4.2.1.74
FAOXC226_pos	1.007701912063052	FAOXC226	1.3.99.3
FAOXC240200x_pos	0.9920974005206384	FAOXC240200x	4.2.1.74
FAOXC241181x_pos	0.9899212296864093	FAOXC241181x	4.2.1.74
FAOXC2442246x_pos	0.9940762069132159	FAOXC2442246x	4.2.1.74
FAOXC2452253x_pos	0.9940762069132159	FAOXC2452253x	4.2.1.74
FAOXC2452256x_pos	0.9935132064000637	FAOXC2452256x	4.2.1.74
FAOXC246226x_pos	0.9912470402801876	FAOXC246226x	4.2.1.74
FAOXC260240x_pos	0.9935132064000637	FAOXC260240x	4.2.1.74
FAOXC80_pos	0.9844181917614552	FAOXC80	1.3.99.3
FAS100COA_pos	0.9258201148329563	FAS100COA	2.3.1.86
FAS120COA_pos	0.9258760960111304	FAS120COA	2.3.1.86
FAS140COA_pos	0.9261987123765019	FAS140COA	2.3.1.86
FAS160COA_pos	0.9316180089328028	FAS160COA	2.3.1.86
FAS180COA_pos	0.9257203507184736	FAS180COA	2.3.1.86
FAS80COA_L_pos	0.9574285312936117	FAS80COA_L	2.3.1.86
FBA2_pos	1.0810563136179951	FBA2	4.1.2.13
FBA4_pos	0.9697800104676599	FBA4	4.1.2.13
FBA5_pos	0.9950819309441651	FBA5	4.1.2.13
FBA_neg	1.0454740080196654	FBA	4.1.2.13
FBA_pos	1.1736424245936021	FBA	4.1.2.13
FBP26_pos	1.0150875782126947	FBP26	3.1.3.46
FBP_pos	1.0245077268591052	FBP	3.1.3.11
FCLTm_pos	0.9954490744809219	FCLTm	4.99.1.1
FDH_pos	0.9993929387428454	FDH	1.2.1.2
FKYNH_pos	0.9989542727583164	FKYNH	3.5.1.9
FK_pos	0.9854985713786085	FK	2.7.1.52
FMNAT_pos	0.9927206911811658	FMNAT	2.7.7.2
FPGS2_pos	1.0122025312502165	FPGS2	6.3.2.17
FPGS2m_pos	0.9706326641115034	FPGS2m	6.3.2.17
FPGS3_pos	1.0063978970730802	FPGS3	6.3.2.17
FPGS3m_pos	0.9660116133673499	FPGS3m	6.3.2.17
FPGS4_pos	1.0125829398137842	FPGS4	6.3.2.17
FPGS4m_pos	0.9706326641115034	FPGS4m	6.3.2.17
FPGS5_pos	1.0122025312502165	FPGS5	6.3.2.17
FPGS5m_pos	0.9706326641115034	FPGS5m	6.3.2.17
FPGS6_pos	1.0063978970730791	FPGS6	6.3.2.17
FPGS6m_pos	0.9660116133673499	FPGS6m	6.3.2.17
FPGS7_pos	1.0125829398137842	FPGS7	6.3.2.17
FPGS7m_pos	0.9757198340862747	FPGS7m	6.3.2.17
FPGS8_pos	1.0122025312502174	FPGS8	6.3.2.17
FPGS8m_pos	0.9708638024220212	FPGS8m	6.3.2.17
FPGS9_pos	1.0063978970730791	FPGS9	6.3.2.17
FPGS9m_pos	0.9663838883977831	FPGS9m	6.3.2.17
FPGS_pos	1.0125829398137842	FPGS	6.3.2.17
FPGSm_pos	0.9757437413637177	FPGSm	6.3.2.17
FTCD_pos	1.001193723929822	FTCD	4.3.1.4
FTHFCL_pos	1.001726746944791	FTHFCL	6.3.3.2
FTHFDH_pos	1.0232359798203792	FTHFDH	1.5.1.6
FTHFLm_pos	1.003518339432517	FTHFLm	6.3.4.3
FUCASE2e_pos	1.0069098574662632	FUCASE2e	3.2.1.51
FUCASE2ly_pos	0.9806187871480373	FUCASE2ly	3.2.1.51
FUCASEe_pos	0.9948688767343643	FUCASEe	3.2.1.51
FUCASEly_pos	0.9851597846409871	FUCASEly	3.2.1.51
FUMAC_pos	1.006524287013388	FUMAC	3.7.1.2
FUM_neg	1.0	FUM	4.2.1.2
FUM_pos	1.0	FUM	4.2.1.2
FUMm_neg	1.0	FUMm	4.2.1.2
FUMm_pos	1.0	FUMm	4.2.1.2
FUT11g_pos	1.0041400975389296	FUT11g	2.4.1.69
FUT12g_pos	1.0042287990163667	FUT12g	2.4.1.69
FUT14g_pos	1.0060974766648794	FUT14g	2.4.1.69
FUT15g_pos	1.0023461303345576	FUT15g	2.4.1.69
FUT16g_pos	1.0085797342149259	FUT16g	2.4.1.69
FUT17g_pos	1.0012968239470492	FUT17g	2.4.1.69
FUT18g_pos	1.00110854420911	FUT18g	2.4.1.69
FUT31g_pos	1.0061398374084212	FUT31g	2.4.1.65
FUT32g_pos	1.0074621793484326	FUT32g	2.4.1.65
FUT33g_pos	1.0054120010995462	FUT33g	2.4.1.65
FUT34g_pos	1.0042287990163667	FUT34g	2.4.1.65
FUT35g_pos	1.0021869132123955	FUT35g	2.4.1.65
FUT910g_pos	1.0009418608568033	FUT910g	2.4.1.152
FUT911g_pos	1.0009418608568033	FUT911g	2.4.1.152
FUT91g_pos	1.0081208722968762	FUT91g	2.4.1.152
FUT92g_pos	1.0074621793484335	FUT92g	2.4.1.152
FUT93g_pos	1.0060974766648794	FUT93g	2.4.1.152
FUT94g_pos	0.9994423128933433	FUT94g	2.4.1.152
FUT95g_pos	0.9994423128933433	FUT95g	2.4.1.152
FUT96g_pos	1.0066236171834066	FUT96g	2.4.1.152
FUT97g_pos	1.0066236171834066	FUT97g	2.4.1.152
FUT98g_pos	1.0091980247536119	FUT98g	2.4.1.152
FUT99g_pos	1.0009418608568033	FUT99g	2.4.1.152
G12MT1_L_pos	0.9417787384325327	G12MT1_L	2.4.1.131
G12MT1_U_pos	0.9417787384325293	G12MT1_U	2.4.1.131
G12MT2_L_pos	0.9417787384325327	G12MT2_L	2.4.1.131
G12MT2_U_pos	0.9417787384325293	G12MT2_U	2.4.1.131
G13MT_L_pos	0.9417787384325327	G13MT_L	2.4.1.132
G13MT_U_pos	0.9417787384325293	G13MT_U	2.4.1.132
G14T10g_pos	0.9488209665104896	G14T10g	2.4.1.38
G14T11g_pos	0.9488209665104896	G14T11g	2.4.1.38
G14T12g_pos	0.9488209665104896	G14T12g	2.4.1.38
G14T13g_pos	0.9488209665104896	G14T13g	2.4.1.38
G14T14g_pos	0.9488209665104896	G14T14g	2.4.1.38
G14T15g_pos	0.9488209665104896	G14T15g	2.4.1.38
G14T16g_pos	0.9488209665104896	G14T16g	2.4.1.38
G14T17g_pos	0.9488209665104896	G14T17g	2.4.1.38
G14T18g_pos	0.9941023182490307	G14T18g	2.4.1.38
G14T19g_pos	0.9941023182490307	G14T19g	2.4.1.38
G14T20g_pos	0.9941023182490284	G14T20g	2.4.1.38
G14T21g_pos	0.9941023182490284	G14T21g	2.4.1.38
G14T2g_pos	0.9889933860510653	G14T2g	2.4.1.38
G14T3g_pos	0.9889933860510653	G14T3g	2.4.1.38
G14T4g_pos	0.9889933860510653	G14T4g	2.4.1.38
G14T5g_pos	0.9889933860510653	G14T5g	2.4.1.38
G14T6g_pos	0.9488209665104896	G14T6g	2.4.1.38
G14T7g_pos	0.9488209665104896	G14T7g	2.4.1.38
G14T8g_pos	0.9488209665104896	G14T8g	2.4.1.38
G14T9g_pos	0.9488209665104896	G14T9g	2.4.1.38
G14Tg_pos	0.9843282481457644	G14Tg	2.4.1.38
G3PD1_neg	1.0005703356368347	G3PD1	1.1.1.94
G3PD1_pos	1.0005462761463975	G3PD1	1.1.1.94
G3PD2m_pos	0.9836809015312009	G3PD2m	1.1.99.5
G5SDym_pos	1.0224341364361753	G5SDym	1.2.1.41
G6PDA_pos	0.9940116809459663	G6PDA	3.5.99.6
G6PDH1rer_neg	1.0	G6PDH1rer	1.1.1.47
G6PDH1rer_pos	1.0	G6PDH1rer	1.1.1.47
G6PDH2r_neg	1.0	G6PDH2r	1.1.1.49
G6PDH2r_pos	0.9566634980024824	G6PDH2r	1.1.1.49
G6PDH2rer_neg	1.0	G6PDH2rer	1.1.1.47
G6PDH2rer_pos	1.0	G6PDH2rer	1.1.1.47
G6PPer_pos	1.0213816597216794	G6PPer	3.1.3.9
GACMTRc_neg	1.0034551043973738	GACMTRc	2.1.1.2
GACMTRc_pos	1.0296134232196539	GACMTRc	2.1.1.2
GAL3ST11_pos	0.9530600923906977	GAL3ST11	2.8.2.11
GAL3ST12_pos	1.0031898082524422	GAL3ST12	2.8.2.11
GALASE10ly_pos	0.9806187871480304	GALASE10ly	3.2.1.23
GALASE11ly_pos	0.9806187871480341	GALASE11ly	3.2.1.23
GALASE12ly_pos	0.9806187871480407	GALASE12ly	3.2.1.23
GALASE13ly_pos	0.9806187871480336	GALASE13ly	3.2.1.23
GALASE14ly_pos	0.9806187871480369	GALASE14ly	3.2.1.23
GALASE15ly_pos	0.9806187871480335	GALASE15ly	3.2.1.23
GALASE16ly_pos	0.9891647792071446	GALASE16ly	3.2.1.23
GALASE17ly_pos	0.9893358924921992	GALASE17ly	3.2.1.23
GALASE18ly_pos	0.9893358924922016	GALASE18ly	3.2.1.23
GALASE19ly_pos	1.0261371961708217	GALASE19ly	3.2.1.18
GALASE1ly_pos	0.9849982658774393	GALASE1ly	3.2.1.23
GALASE20ly_pos	0.9937940323231916	GALASE20ly	3.2.1.23
GALASE3ly_pos	0.9806187871480373	GALASE3ly	3.2.1.23
GALASE4ly_pos	0.9806187871480304	GALASE4ly	3.2.1.23
GALASE5ly_pos	0.9806187871480403	GALASE5ly	3.2.1.23
GALASE6ly_pos	0.9806187871480372	GALASE6ly	3.2.1.23
GALASE7ly_pos	0.9806187871480408	GALASE7ly	3.2.1.23
GALASE8ly_pos	0.9806187871480341	GALASE8ly	3.2.1.23
GALASE9ly_pos	0.980618787148034	GALASE9ly	3.2.1.23
GALC_pos	1.0255825116274517	GALC	3.2.1.46
GALGT1_pos	1.009122360497849	GALGT1	2.4.1.92
GALGT2_pos	1.0126148009486124	GALGT2	2.4.1.92
GALGT3_pos	1.0143193774478474	GALGT3	2.4.1.92
GALGT4_pos	1.017380469491644	GALGT4	2.4.1.92
GALK_pos	1.0050015155298633	GALK	2.7.1.6
GALNTg_pos	1.0251161896612753	GALNTg	2.4.1.41
GALT_neg	1.0	GALT	2.7.7.12
GALT_pos	1.0	GALT	2.7.7.12
GALU_neg	1.0	GALU	2.7.7.9
GALU_pos	1.0	GALU	2.7.7.9
GAMYe_pos	1.001052204949228	GAMYe	3.2.1.3
GAPD_neg	0.9773175815015858	GAPD	1.2.1.12
GAPD_pos	0.9721523672531088	GAPD	1.2.1.12
GARFT_pos	1.0412713185535407	GARFT	2.1.2.2
GASNASE2ly_pos	0.9512731249037232	GASNASE2ly	3.5.1.26
GASNASE3ly_pos	0.9806187871480373	GASNASE3ly	3.5.1.26
GASNASEly_pos	0.9849982658774393	GASNASEly	3.5.1.26
GBA_pos	0.9516405663140216	GBA	3.2.1.45
GBAl_pos	1.02695655071722	GBAl	3.2.1.45
GBGT1_pos	1.0081969392538532	GBGT1	2.4.1.88
GCALDD_pos	0.9892540394695505	GCALDD	1.2.1.21
GCC2am_pos	0.9822823155389154	GCC2am	2.1.2.10
GCC2bim_pos	0.9822823155389154	GCC2bim	1.8.1.4
GCC2cm_pos	0.9822823155389154	GCC2cm	2.1.2.10
GCCam_pos	0.9822823155389154	GCCam	2.1.2.10
GCCbim_pos	0.9822823155389154	GCCbim	1.8.1.4
GCCcm_pos	0.9822823155389154	GCCcm	2.1.2.10
GCNTg_pos	1.00110854420911	GCNTg	2.4.1.150
GF6PTA_pos	0.9972732228215732	GF6PTA	2.6.1.16
GFUCS_pos	1.0089467406417605	GFUCS	1.1.1.271
GGLUCT_pos	1.024693205657666	GGLUCT	2.3.2.4
GGT5r_pos	1.0032378425234947	GGT5r	2.3.2.2
GGT6_neg	1.0	GGT6	2.3.2.2
GGT6_pos	1.0	GGT6	2.3.2.2
GHMT2r_neg	0.9511878660122529	GHMT2r	2.1.2.1
GHMT2r_pos	0.9775503089516411	GHMT2r	2.1.2.1
GHMT2rm_pos	0.951120579283176	GHMT2rm	2.1.2.1
GLAl_pos	1.0044733812986373	GLAl	3.2.1.22
GLB1_pos	1.02695655071722	GLB1	3.2.1.23
GLBRAN_pos	0.9470844200258134	GLBRAN	2.4.1.18
GLCAASE1ly_pos	1.0089587107803852	GLCAASE1ly	3.2.1.31
GLCAASE4ly_pos	1.0035590128649405	GLCAASE4ly	3.2.1.31
GLCAASE5ly_pos	1.0035825519476334	GLCAASE5ly	3.2.1.31
GLCAASE6ly_pos	1.0042105239526435	GLCAASE6ly	3.2.1.31
GLCAASE7ly_pos	1.0042139566368	GLCAASE7ly	3.2.1.31
GLCAASE8ly_pos	0.9559208670350213	GLCAASE8ly	3.2.1.31
GLCAASE9ly_pos	0.9559208670350213	GLCAASE9ly	3.2.1.31
GLCNACASE1ly_pos	1.0089587107803852	GLCNACASE1ly	3.2.1.50
GLCNACASE2ly_pos	1.0089587107803852	GLCNACASE2ly	3.2.1.50
GLCNACASE3ly_pos	1.0089587107803852	GLCNACASE3ly	3.2.1.50
GLCNACASE4ly_pos	1.0089587107803852	GLCNACASE4ly	3.2.1.50
GLCNACASE5ly_pos	1.0089587107803852	GLCNACASE5ly	3.2.1.50
GLCNACPT_L_pos	0.9417787384325327	GLCNACPT_L	2.7.8.15
GLCNACPT_U_pos	0.9417787384325293	GLCNACPT_U	2.7.8.15
GLCNACT_L_pos	0.9417787384325327	GLCNACT_L	2.4.1.141
GLCNACT_U_pos	0.9417787384325293	GLCNACT_U	2.4.1.141
GLDBRAN_pos	0.9470844200258134	GLDBRAN	3.2.1.33
GLGNS1_pos	0.9470844200258134	GLGNS1	2.4.1.11
GLNLASEer_neg	0.9993422781378464	GLNLASEer	3.1.1.17
GLPASE1_pos	0.9470844200258134	GLPASE1	2.4.1.1
GLPASE2_pos	0.9470844200258134	GLPASE2	2.4.1.1
GLRASE_neg	0.9993422781378464	GLRASE	1.1.1.20
GLU5Km_pos	1.0224341364361753	GLU5Km	2.7.2.11
GLUDC_pos	1.005337372460372	GLUDC	4.1.1.15
GLUDxm_neg	0.9892942379819559	GLUDxm	1.4.1.3
GLUDxm_pos	1.0085343617304483	GLUDxm	1.4.1.3
GLUDym_neg	1.0085343617304483	GLUDym	1.4.1.4
GLUDym_pos	0.9892942379819559	GLUDym	1.4.1.4
GLUNm_pos	1.0339175624524957	GLUNm	3.5.1.2
GLUPRT_pos	1.0412713185535372	GLUPRT	2.4.2.14
GLUTCOADHm_pos	0.9958504119948065	GLUTCOADHm	1.3.99.7
GLXO1_pos	1.0539991602460754	GLXO1	1.2.3.5
GLXO2p_pos	1.0380231450963397	GLXO2p	1.1.3.15
GLYAMDTRc_neg	1.0034551043973736	GLYAMDTRc	2.1.4.1
GLYAMDTRc_pos	1.0296134232196523	GLYAMDTRc	2.1.4.1
GLYATm_pos	1.0723581977507541	GLYATm	2.3.1.29
GLYCK2_pos	0.9621603826329809	GLYCK2	2.7.1.31
GLYCLTDy_pos	0.9802668064596707	GLYCLTDy	1.1.1.79
GLYKm_pos	0.9833692979991807	GLYKm	2.7.1.30
GLYOX_pos	1.0680402523666022	GLYOX	3.1.2.6
GMAND_pos	1.00882084908505	GMAND	4.2.1.47
GMPR_pos	1.0	GMPR	1.7.1.7
GMPtg_pos	1.0005703177074148	GMPtg	6.3.5.2
GND_pos	0.9564275916796465	GND	1.1.1.44
GNDc_pos	0.9464956123799525	GNDc	1.1.1.44
GNDer_pos	0.9817483933556455	GNDer	1.1.1.44
GNMT_pos	0.9917509992712883	GNMT	2.1.1.20
GPAM_hs_pos	0.9873950214352915	GPAM_hs	2.3.1.15
GPDDA1_pos	0.9935371971659839	GPDDA1	3.1.4.46
GRTT_pos	1.0356378937313007	GRTT	2.5.1.10
GRTTx_pos	1.0348132726667616	GRTTx	2.5.1.10
GTHO_pos	1.0015158746136004	GTHO	1.8.1.7
GTHOm_pos	1.0018237785025903	GTHOm	1.8.1.7
GTHP_pos	1.0135320305175668	GTHP	1.11.1.9
GTHPe_pos	0.9976368953224496	GTHPe	1.11.1.9
GTHPm_pos	1.0143714839461082	GTHPm	1.11.1.9
GTMLTe_pos	1.0248738674380866	GTMLTe	2.3.2.2
GUACYC_pos	0.9864846123429343	GUACYC	4.6.1.2
GUAD_pos	1.0	GUAD	3.5.4.3
GUAPRT_pos	1.0040339473938502	GUAPRT	2.4.2.8
GULN3D_pos	0.877864773829001	GULN3D	1.1.1.45
GULNDer_neg	0.9347663730166275	GULNDer	1.1.1.19
GULNDer_pos	0.9993013723013896	GULNDer	1.1.1.19
GluForTx_pos	1.001193723929822	GluForTx	2.1.2.5
H2CO3D_neg	1.0185071121376323	H2CO3D	4.2.1.1
H2CO3D_pos	1.0395011914641263	H2CO3D	4.2.1.1
HACD1m_neg	0.9810437640797611	HACD1m	1.1.1.35
HACD1m_pos	1.0014898282537859	HACD1m	1.1.1.35
HACD9m_neg	1.0001762338950189	HACD9m	1.1.1.35
HACD9m_pos	1.0007182097875957	HACD9m	1.1.1.35
HAS1_pos	0.9757690585920218	HAS1	2.4.1.212
HAS2_pos	0.9571774527474678	HAS2	2.4.1.212
HEX10_pos	1.0027366955791615	HEX10	2.7.1.1
HEX4_pos	0.942123381890188	HEX4	2.7.1.7
HEX7_pos	1.0295009994490083	HEX7	2.7.1.1
HGNTOR_pos	1.006524287013388	HGNTOR	1.13.11.5
HIBDm_pos	0.9997975092965988	HIBDm	1.1.1.31
HISDC_pos	0.9991087527578124	HISDC	4.1.1.28
HISD_pos	1.0011937239298219	HISD	4.3.1.3
HKYNH_pos	1.000068556757092	HKYNH	3.7.1.3
HKt_pos	1.0058558899563814	HKt	3.6.3.10
HMBS_pos	0.9954490744809219	HMBS	4.3.1.8
HMGCOASi_pos	0.9838687538753876	HMGCOASi	4.1.3.5
HMGCOASim_pos	1.0099612711497186	HMGCOASim	4.1.3.5
HMGLm_pos	1.001162168586654	HMGLm	4.1.3.4
HMGLx_pos	1.0485498280093417	HMGLx	4.1.3.4
HOXG_pos	0.9954878459365842	HOXG	1.14.99.3
HPDCACRNCPT1_pos	1.0043583474567344	HPDCACRNCPT1	2.3.1.21
HPYRDC_pos	0.9978538899646106	HPYRDC	4.1.1.40
HPYRR2x_pos	1.0321302553602167	HPYRR2x	1.1.1.27
HPYRRy_pos	0.99814403583343	HPYRRy	1.1.1.79
HS1ly_pos	1.0089587107803852	HS1ly	3.10.1.1
HS2ly_pos	1.0089587107803852	HS2ly	3.10.1.1
HS3ly_pos	1.0089587107803852	HS3ly	3.10.1.1
HS4ly_pos	1.0089587107803852	HS4ly	3.10.1.1
HSAT1ly_pos	1.0089587107803852	HSAT1ly	2.3.1.78
HSAT2ly_pos	1.0089587107803852	HSAT2ly	2.3.1.78
HSAT3ly_pos	1.0089587107803852	HSAT3ly	2.3.1.78
HSAT4ly_pos	1.0089587107803852	HSAT4ly	2.3.1.78
HSD11B1r_neg	1.0	HSD11B1r	1.1.1.146
HSD11B1r_pos	1.0	HSD11B1r	1.1.1.146
HSD17B1_neg	0.9268216508080394	HSD17B1	1.1.1.62
HSD17B1_pos	1.0213931761709547	HSD17B1	1.1.1.62
HSD17B2r_pos	1.0263531760219506	HSD17B2r	1.1.1.62
HSD17B3r_pos	1.026171586846056	HSD17B3r	1.1.1.62
HSD17B7r_pos	0.9268216508080394	HSD17B7r	1.1.1.62
HSD17B8r_pos	0.9315949203547041	HSD17B8r	1.1.1.62
HSD17B9r_pos	1.0161412908136167	HSD17B9r	1.1.1.62
HSD3A1r_neg	1.0	HSD3A1r	1.1.1.225
HSD3A1r_pos	1.0	HSD3A1r	1.1.1.225
HSD3A2r_neg	1.0	HSD3A2r	1.1.1.225
HSD3A2r_pos	1.0	HSD3A2r	1.1.1.225
HXPRT_pos	1.004033947393852	HXPRT	2.4.2.8
ICDHxm_pos	0.997072009559795	ICDHxm	1.1.1.41
ICDHy_pos	0.9873099827700842	ICDHy	1.1.1.42
